Row Labels,ProductCombo,,,,,,,,,,,,,,,,,,,,,,,,,,
19156807409,3350,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156807410,1151,7827,,,,,,,,,,,,,,,,,,,,,,,,,
19156807411,2040,7660,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156807412,2019,6217,,,,,,,,,,,,,,,,,,,,,,,,,
19156807413,4757,7969,,,,,,,,,,,,,,,,,,,,,,,,,
19156807414,5900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156807415,1050,1250,3100,,,,,,,,,,,,,,,,,,,,,,,,
19156807416,2017,7647,7770,7827,,,,,,,,,,,,,,,,,,,,,,,
19156807417,1900,6100,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156807418,7760,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156807419,1900,3600,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156807422,1101,1350,7740,7910,9140,,,,,,,,,,,,,,,,,,,,,,
19156807424,3709,7649,,,,,,,,,,,,,,,,,,,,,,,,,
19156807426,2017,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156807427,2130,2320,2760,2800,5800,5900,7610,7660,7710,7800,7810,7850,7900,9160,9180,,,,,,,,,,,,
19156807428,7640,8500,8520,,,,,,,,,,,,,,,,,,,,,,,,
19156807429,6002,6110,6130,6210,6240,,,,,,,,,,,,,,,,,,,,,,
19156807430,7760,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156807432,3350,6007,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156807433,1350,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156807434,1720,5000,7690,,,,,,,,,,,,,,,,,,,,,,,,
19156807435,5709,5909,7749,,,,,,,,,,,,,,,,,,,,,,,,
19156807437,6002,6210,7610,7650,7900,,,,,,,,,,,,,,,,,,,,,,
19156807439,2019,2069,3100,4707,6117,9129,,,,,,,,,,,,,,,,,,,,,
19156807440,7790,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156807441,2017,7829,,,,,,,,,,,,,,,,,,,,,,,,,
19156807442,2320,4830,5700,,,,,,,,,,,,,,,,,,,,,,,,
19156807443,1159,1569,3409,7747,7829,,,,,,,,,,,,,,,,,,,,,,
19156807445,2010,7660,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156807452,2010,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156807453,2130,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156807454,1350,4757,,,,,,,,,,,,,,,,,,,,,,,,,
19156807456,1050,1250,1460,1860,,,,,,,,,,,,,,,,,,,,,,,
19156807459,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156807460,2040,9130,,,,,,,,,,,,,,,,,,,,,,,,,
19156807464,1050,1460,3500,6200,,,,,,,,,,,,,,,,,,,,,,,
19156807467,2800,5560,7810,,,,,,,,,,,,,,,,,,,,,,,,
19156807470,2019,2759,5700,7770,,,,,,,,,,,,,,,,,,,,,,,
19156807471,3100,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156807472,7650,7670,7780,7790,8510,,,,,,,,,,,,,,,,,,,,,,
19156807475,1100,7839,,,,,,,,,,,,,,,,,,,,,,,,,
19156807476,1359,3409,4757,,,,,,,,,,,,,,,,,,,,,,,,
19156807478,2010,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156807479,3400,6107,7729,,,,,,,,,,,,,,,,,,,,,,,,
19156807480,1560,2320,3350,6002,,,,,,,,,,,,,,,,,,,,,,,
19156807481,3500,6002,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156807482,1350,7780,9180,,,,,,,,,,,,,,,,,,,,,,,,
19156807483,2010,4960,,,,,,,,,,,,,,,,,,,,,,,,,
19156807486,2010,4700,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156807489,7820,7900,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156807492,1460,7687,8010,91587,,,,,,,,,,,,,,,,,,,,,,,
19156807495,8720,8730,8740,,,,,,,,,,,,,,,,,,,,,,,,
19156807496,3500,5579,5709,7880,7969,,,,,,,,,,,,,,,,,,,,,,
19156807497,1050,1720,7780,7830,8700,,,,,,,,,,,,,,,,,,,,,,
19156807503,1001,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156807505,1001,2040,7780,,,,,,,,,,,,,,,,,,,,,,,,
19156807508,3709,7840,,,,,,,,,,,,,,,,,,,,,,,,,
19156807514,1860,5560,5570,5900,7640,7840,7860,7880,7960,7980,,,,,,,,,,,,,,,,,
19156807517,1101,7729,,,,,,,,,,,,,,,,,,,,,,,,,
19156807520,1101,4127,,,,,,,,,,,,,,,,,,,,,,,,,
19156807524,1469,7609,7640,7729,7810,9130,,,,,,,,,,,,,,,,,,,,,
19156807525,1350,4757,6130,,,,,,,,,,,,,,,,,,,,,,,,
19156807526,3400,5700,7969,,,,,,,,,,,,,,,,,,,,,,,,
19156807527,1150,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807528,3400,6002,6210,7780,,,,,,,,,,,,,,,,,,,,,,,
19156807530,2750,7730,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156807534,1150,3400,6110,7980,,,,,,,,,,,,,,,,,,,,,,,
19156807539,7760,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807543,2017,4960,6137,7857,,,,,,,,,,,,,,,,,,,,,,,
19156807544,2010,9170,,,,,,,,,,,,,,,,,,,,,,,,,
19156807547,2320,7730,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156807549,2010,3600,8740,,,,,,,,,,,,,,,,,,,,,,,,
19156807550,6137,9179,,,,,,,,,,,,,,,,,,,,,,,,,
19156807553,1350,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,
19156807555,2010,4930,,,,,,,,,,,,,,,,,,,,,,,,,
19156807556,2010,7607,,,,,,,,,,,,,,,,,,,,,,,,,
19156807557,2019,7609,7619,,,,,,,,,,,,,,,,,,,,,,,,
19156807559,7640,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156807560,2019,5709,5809,5909,7719,7829,7839,9159,,,,,,,,,,,,,,,,,,,
19156807563,1159,1569,3409,,,,,,,,,,,,,,,,,,,,,,,,
19156807565,1469,7619,9130,92076,,,,,,,,,,,,,,,,,,,,,,,
19156807571,1350,2060,3400,,,,,,,,,,,,,,,,,,,,,,,,
19156807576,3359,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156807577,1359,7969,,,,,,,,,,,,,,,,,,,,,,,,,
19156807578,2010,4890,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156807580,1250,1319,1569,9179,,,,,,,,,,,,,,,,,,,,,,,
19156807581,1319,1359,7789,,,,,,,,,,,,,,,,,,,,,,,,
19156807584,3409,7699,8529,,,,,,,,,,,,,,,,,,,,,,,,
19156807585,6210,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156807588,3100,7790,9945,,,,,,,,,,,,,,,,,,,,,,,,
19156807589,7820,7857,,,,,,,,,,,,,,,,,,,,,,,,,
19156807590,7740,7827,7900,,,,,,,,,,,,,,,,,,,,,,,,
19156807594,3700,9160,,,,,,,,,,,,,,,,,,,,,,,,,
19156807595,1900,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156807600,2017,3400,9160,,,,,,,,,,,,,,,,,,,,,,,,
19156807602,5700,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156807605,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156807606,4757,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156807607,2040,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156807609,6210,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156807610,1001,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156807613,1259,7609,7619,7669,7809,7819,7839,9109,,,,,,,,,,,,,,,,,,,
19156807614,7687,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156807616,2010,3600,7770,7980,8700,9170,9180,,,,,,,,,,,,,,,,,,,,
19156807619,7730,7770,7780,7850,7870,7980,,,,,,,,,,,,,,,,,,,,,
19156807620,1250,1900,,,,,,,,,,,,,,,,,,,,,,,,,
19156807622,7670,7760,7810,,,,,,,,,,,,,,,,,,,,,,,,
19156807623,7670,91511,92076,,,,,,,,,,,,,,,,,,,,,,,,
19156807624,1359,7647,7667,,,,,,,,,,,,,,,,,,,,,,,,
19156807625,2010,8760,,,,,,,,,,,,,,,,,,,,,,,,,
19156807626,1151,1350,2320,5500,,,,,,,,,,,,,,,,,,,,,,,
19156807629,1151,7649,7740,9170,9189,,,,,,,,,,,,,,,,,,,,,,
19156807631,8700,8720,8740,,,,,,,,,,,,,,,,,,,,,,,,
19156807634,2760,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156807635,5709,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156807636,5800,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156807638,1150,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156807642,2010,3709,9159,9170,9189,,,,,,,,,,,,,,,,,,,,,,
19156807645,3100,7770,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156807646,1860,3250,,,,,,,,,,,,,,,,,,,,,,,,,
19156807649,7770,7980,8010,8520,,,,,,,,,,,,,,,,,,,,,,,
19156807654,2809,3100,7610,7809,,,,,,,,,,,,,,,,,,,,,,,
19156807656,2010,7770,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156807657,1150,6107,,,,,,,,,,,,,,,,,,,,,,,,,
19156807663,5700,5800,5900,,,,,,,,,,,,,,,,,,,,,,,,
19156807664,4707,9159,,,,,,,,,,,,,,,,,,,,,,,,,
19156807665,1350,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156807666,6002,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156807667,1350,3250,7820,7850,7980,,,,,,,,,,,,,,,,,,,,,,
19156807668,7600,7670,8705,,,,,,,,,,,,,,,,,,,,,,,,
19156807670,1350,6007,7780,7827,,,,,,,,,,,,,,,,,,,,,,,
19156807672,8730,8740,,,,,,,,,,,,,,,,,,,,,,,,,
19156807673,7760,7830,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156807675,1860,2010,4850,,,,,,,,,,,,,,,,,,,,,,,,
19156807676,3700,6130,,,,,,,,,,,,,,,,,,,,,,,,,
19156807678,1869,7729,,,,,,,,,,,,,,,,,,,,,,,,,
19156807679,5900,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156807680,4700,4750,7747,,,,,,,,,,,,,,,,,,,,,,,,
19156807681,6107,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156807683,2800,5500,7647,7860,,,,,,,,,,,,,,,,,,,,,,,
19156807685,2010,7647,7687,7729,7770,7819,,,,,,,,,,,,,,,,,,,,,
19156807689,1900,2040,,,,,,,,,,,,,,,,,,,,,,,,,
19156807691,2010,2019,9139,,,,,,,,,,,,,,,,,,,,,,,,
19156807692,5700,5809,,,,,,,,,,,,,,,,,,,,,,,,,
19156807696,7800,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156807698,1350,1900,2130,7960,7980,,,,,,,,,,,,,,,,,,,,,,
19156807699,2130,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156807700,5700,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156807701,4757,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156807705,5900,7980,9140,,,,,,,,,,,,,,,,,,,,,,,,
19156807709,1151,9120,,,,,,,,,,,,,,,,,,,,,,,,,
19156807710,7850,7900,7960,,,,,,,,,,,,,,,,,,,,,,,,
19156807712,1350,2010,6110,6137,6240,,,,,,,,,,,,,,,,,,,,,,
19156807715,4750,6002,6130,7747,,,,,,,,,,,,,,,,,,,,,,,
19156807718,2017,3400,8510,8710,,,,,,,,,,,,,,,,,,,,,,,
19156807719,2017,7900,,,,,,,,,,,,,,,,,,,,,,,,,
19156807720,2040,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156807721,7699,9139,9149,,,,,,,,,,,,,,,,,,,,,,,,
19156807722,1159,1359,3359,,,,,,,,,,,,,,,,,,,,,,,,
19156807723,2019,7860,9130,9149,,,,,,,,,,,,,,,,,,,,,,,
19156807732,1350,7790,,,,,,,,,,,,,,,,,,,,,,,,,
19156807733,5700,7747,7809,7820,7960,,,,,,,,,,,,,,,,,,,,,,
19156807734,3359,7749,,,,,,,,,,,,,,,,,,,,,,,,,
19156807736,1350,3350,,,,,,,,,,,,,,,,,,,,,,,,,
19156807737,2750,3400,7827,,,,,,,,,,,,,,,,,,,,,,,,
19156807738,1350,2130,4930,7769,7819,,,,,,,,,,,,,,,,,,,,,,
19156807743,2040,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156807744,1860,4890,7647,7860,,,,,,,,,,,,,,,,,,,,,,,
19156807747,2130,7619,7647,7819,7860,7960,,,,,,,,,,,,,,,,,,,,,
19156807748,3700,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156807749,1569,3359,3409,,,,,,,,,,,,,,,,,,,,,,,,
19156807750,1560,7647,7740,8710,,,,,,,,,,,,,,,,,,,,,,,
19156807753,1101,7610,,,,,,,,,,,,,,,,,,,,,,,,,
19156807754,3400,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156807756,6110,6200,7837,,,,,,,,,,,,,,,,,,,,,,,,
19156807761,9100,9150,9169,9179,9189,,,,,,,,,,,,,,,,,,,,,,
19156807765,2010,3350,,,,,,,,,,,,,,,,,,,,,,,,,
19156807766,4707,6137,7770,7860,,,,,,,,,,,,,,,,,,,,,,,
19156807767,2019,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156807769,6107,6207,,,,,,,,,,,,,,,,,,,,,,,,,
19156807770,6210,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156807771,1159,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156807773,7667,7770,8700,8740,91511,,,,,,,,,,,,,,,,,,,,,,
19156807774,3500,7670,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156807775,1101,7769,91587,,,,,,,,,,,,,,,,,,,,,,,,
19156807776,2010,7720,,,,,,,,,,,,,,,,,,,,,,,,,
19156807783,7660,7760,7870,,,,,,,,,,,,,,,,,,,,,,,,
19156807786,1560,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156807794,5700,7960,,,,,,,,,,,,,,,,,,,,,,,,,
19156807796,4890,5800,7690,7800,7820,7960,,,,,,,,,,,,,,,,,,,,,
19156807801,5709,5900,,,,,,,,,,,,,,,,,,,,,,,,,
19156807804,1159,3409,,,,,,,,,,,,,,,,,,,,,,,,,
19156807805,5809,7669,7747,,,,,,,,,,,,,,,,,,,,,,,,
19156807807,9110,9120,9140,,,,,,,,,,,,,,,,,,,,,,,,
19156807808,7640,7670,7710,7770,,,,,,,,,,,,,,,,,,,,,,,
19156807810,7980,9109,,,,,,,,,,,,,,,,,,,,,,,,,
19156807811,7790,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156807812,2320,3400,7830,7980,,,,,,,,,,,,,,,,,,,,,,,
19156807814,1100,7800,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156807815,7660,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807816,1109,7699,,,,,,,,,,,,,,,,,,,,,,,,,
19156807820,1350,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156807822,3409,4840,6137,6210,7617,7647,7837,9140,,,,,,,,,,,,,,,,,,,
19156807825,7649,7819,7820,,,,,,,,,,,,,,,,,,,,,,,,
19156807826,2010,7659,,,,,,,,,,,,,,,,,,,,,,,,,
19156807827,2130,7770,7969,9100,,,,,,,,,,,,,,,,,,,,,,,
19156807829,1051,1350,2010,6100,7860,7980,91580,,,,,,,,,,,,,,,,,,,,
19156807830,1159,1259,1350,1869,3400,7790,7809,,,,,,,,,,,,,,,,,,,,
19156807835,2010,2019,4700,6002,6200,,,,,,,,,,,,,,,,,,,,,,
19156807836,6210,7660,,,,,,,,,,,,,,,,,,,,,,,,,
19156807838,7739,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807841,5700,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156807843,6110,7720,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156807844,7690,7780,7820,8720,,,,,,,,,,,,,,,,,,,,,,,
19156807846,3400,4970,6002,6210,,,,,,,,,,,,,,,,,,,,,,,
19156807849,5900,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156807852,1050,7730,7910,,,,,,,,,,,,,,,,,,,,,,,,
19156807853,1101,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156807854,7770,7810,,,,,,,,,,,,,,,,,,,,,,,,,
19156807855,5700,6207,7827,9100,9109,,,,,,,,,,,,,,,,,,,,,,
19156807857,4830,4970,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156807858,2010,4800,7780,7980,,,,,,,,,,,,,,,,,,,,,,,
19156807859,1907,2017,7780,7820,7830,7860,,,,,,,,,,,,,,,,,,,,,
19156807860,9110,9120,9150,,,,,,,,,,,,,,,,,,,,,,,,
19156807861,7710,7770,,,,,,,,,,,,,,,,,,,,,,,,,
19156807862,3600,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156807863,1720,3709,,,,,,,,,,,,,,,,,,,,,,,,,
19156807866,5700,6107,8760,,,,,,,,,,,,,,,,,,,,,,,,
19156807868,1101,7760,,,,,,,,,,,,,,,,,,,,,,,,,
19156807869,1051,2051,7670,8705,,,,,,,,,,,,,,,,,,,,,,,
19156807872,7640,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156807876,1350,1720,8520,,,,,,,,,,,,,,,,,,,,,,,,
19156807877,2010,2017,7667,7810,7837,,,,,,,,,,,,,,,,,,,,,,
19156807878,4960,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156807880,1151,1907,6117,,,,,,,,,,,,,,,,,,,,,,,,
19156807884,1150,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,
19156807886,2017,4757,,,,,,,,,,,,,,,,,,,,,,,,,
19156807887,1101,2010,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156807889,5900,7880,7900,9120,9140,9170,,,,,,,,,,,,,,,,,,,,,
19156807891,7809,8729,9189,,,,,,,,,,,,,,,,,,,,,,,,
19156807892,1100,1359,2010,2049,3400,,,,,,,,,,,,,,,,,,,,,,
19156807893,6137,7960,91587,,,,,,,,,,,,,,,,,,,,,,,,
19156807894,7827,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156807895,2040,4890,,,,,,,,,,,,,,,,,,,,,,,,,
19156807896,3100,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156807897,1350,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156807898,1150,1350,5909,6137,6200,,,,,,,,,,,,,,,,,,,,,,
19156807899,7650,7679,7739,7980,9129,,,,,,,,,,,,,,,,,,,,,,
19156807901,1159,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156807904,4930,6002,6200,,,,,,,,,,,,,,,,,,,,,,,,
19156807905,2010,4750,,,,,,,,,,,,,,,,,,,,,,,,,
19156807911,1151,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156807912,2760,8500,,,,,,,,,,,,,,,,,,,,,,,,,
19156807914,2051,6137,7600,7710,,,,,,,,,,,,,,,,,,,,,,,
19156807915,1900,2060,8017,,,,,,,,,,,,,,,,,,,,,,,,
19156807916,6002,6007,,,,,,,,,,,,,,,,,,,,,,,,,
19156807922,1907,2017,6007,6107,,,,,,,,,,,,,,,,,,,,,,,
19156807924,7640,7647,7820,7840,7980,,,,,,,,,,,,,,,,,,,,,,
19156807926,1059,1159,,,,,,,,,,,,,,,,,,,,,,,,,
19156807928,2757,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156807929,7690,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807931,1101,2130,,,,,,,,,,,,,,,,,,,,,,,,,
19156807932,1051,1250,2010,3500,5500,7650,7770,,,,,,,,,,,,,,,,,,,,
19156807936,2060,3700,,,,,,,,,,,,,,,,,,,,,,,,,
19156807937,2010,7780,,,,,,,,,,,,,,,,,,,,,,,,,
19156807938,2130,3350,7770,7830,,,,,,,,,,,,,,,,,,,,,,,
19156807939,1560,2040,4930,7770,,,,,,,,,,,,,,,,,,,,,,,
19156807940,5569,7679,7789,8519,,,,,,,,,,,,,,,,,,,,,,,
19156807942,1460,2051,5700,7600,7660,7860,7960,,,,,,,,,,,,,,,,,,,,
19156807943,6002,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156807945,4707,6002,,,,,,,,,,,,,,,,,,,,,,,,,
19156807946,6100,7619,7720,,,,,,,,,,,,,,,,,,,,,,,,
19156807948,2130,7960,9945,,,,,,,,,,,,,,,,,,,,,,,,
19156807958,91541,91587,,,,,,,,,,,,,,,,,,,,,,,,,
19156807962,5700,7710,7800,7830,,,,,,,,,,,,,,,,,,,,,,,
19156807963,7640,7660,,,,,,,,,,,,,,,,,,,,,,,,,
19156807965,7807,7827,8760,,,,,,,,,,,,,,,,,,,,,,,,
19156807967,7710,8520,,,,,,,,,,,,,,,,,,,,,,,,,
19156807971,6002,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156807972,6002,6200,7640,,,,,,,,,,,,,,,,,,,,,,,,
19156807976,1350,2010,6002,,,,,,,,,,,,,,,,,,,,,,,,
19156807977,2320,3100,7770,,,,,,,,,,,,,,,,,,,,,,,,
19156807980,4890,7647,7760,7769,7860,7900,7980,,,,,,,,,,,,,,,,,,,,
19156807981,3100,3400,6210,,,,,,,,,,,,,,,,,,,,,,,,
19156807984,1560,2320,8750,,,,,,,,,,,,,,,,,,,,,,,,
19156807985,2130,7647,7860,9130,9140,,,,,,,,,,,,,,,,,,,,,,
19156807994,2130,5000,7600,7807,7827,8500,8747,,,,,,,,,,,,,,,,,,,,
19156807995,2757,4750,5570,,,,,,,,,,,,,,,,,,,,,,,,
19156807997,7610,7670,7740,7770,7800,7860,7980,,,,,,,,,,,,,,,,,,,,
19156807998,1460,7600,7660,7710,9140,,,,,,,,,,,,,,,,,,,,,,
19156808003,3600,7780,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156808007,1900,2010,7687,,,,,,,,,,,,,,,,,,,,,,,,
19156808012,6002,6130,6217,,,,,,,,,,,,,,,,,,,,,,,,
19156808013,9110,9130,9140,,,,,,,,,,,,,,,,,,,,,,,,
19156808015,6100,6130,6200,7770,8510,,,,,,,,,,,,,,,,,,,,,,
19156808017,6200,8725,,,,,,,,,,,,,,,,,,,,,,,,,
19156808020,3400,7730,,,,,,,,,,,,,,,,,,,,,,,,,
19156808021,1350,2010,6110,,,,,,,,,,,,,,,,,,,,,,,,
19156808025,2130,4820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808031,4120,7740,7780,7980,,,,,,,,,,,,,,,,,,,,,,,
19156808040,2010,7760,7770,7830,8010,,,,,,,,,,,,,,,,,,,,,,
19156808049,2750,4750,,,,,,,,,,,,,,,,,,,,,,,,,
19156808050,1350,1720,2010,3409,5709,7749,,,,,,,,,,,,,,,,,,,,,
19156808052,5700,6240,,,,,,,,,,,,,,,,,,,,,,,,,
19156808054,2130,7830,,,,,,,,,,,,,,,,,,,,,,,,,
19156808055,6100,6200,,,,,,,,,,,,,,,,,,,,,,,,,
19156808057,8710,8720,8740,,,,,,,,,,,,,,,,,,,,,,,,
19156808058,3250,7740,,,,,,,,,,,,,,,,,,,,,,,,,
19156808059,3500,7770,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156808060,2040,7670,7730,,,,,,,,,,,,,,,,,,,,,,,,
19156808061,2010,8720,,,,,,,,,,,,,,,,,,,,,,,,,
19156808062,7650,7710,7980,,,,,,,,,,,,,,,,,,,,,,,,
19156808064,1900,7860,,,,,,,,,,,,,,,,,,,,,,,,,
19156808066,7780,9180,,,,,,,,,,,,,,,,,,,,,,,,,
19156808069,2130,2760,7640,7670,7780,7870,7960,7980,8700,,,,,,,,,,,,,,,,,,
19156808071,2750,6002,6100,7860,7980,,,,,,,,,,,,,,,,,,,,,,
19156808075,1860,7960,8500,91580,,,,,,,,,,,,,,,,,,,,,,,
19156808076,2010,7610,7830,7900,,,,,,,,,,,,,,,,,,,,,,,
19156808077,2010,3350,,,,,,,,,,,,,,,,,,,,,,,,,
19156808078,6130,7640,,,,,,,,,,,,,,,,,,,,,,,,,
19156808079,2010,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156808081,1907,2017,,,,,,,,,,,,,,,,,,,,,,,,,
19156808082,7770,7820,,,,,,,,,,,,,,,,,,,,,,,,,
19156808083,3500,7800,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156808084,7807,7969,,,,,,,,,,,,,,,,,,,,,,,,,
19156808085,2010,7690,7740,7860,7980,,,,,,,,,,,,,,,,,,,,,,
19156808086,6002,6100,,,,,,,,,,,,,,,,,,,,,,,,,
19156808087,7860,7880,,,,,,,,,,,,,,,,,,,,,,,,,
19156808089,2750,7800,,,,,,,,,,,,,,,,,,,,,,,,,
19156808092,7840,9100,,,,,,,,,,,,,,,,,,,,,,,,,
19156808096,1350,6002,6110,7640,7690,7820,7980,,,,,,,,,,,,,,,,,,,,
19156808097,1100,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808098,7600,7687,9130,,,,,,,,,,,,,,,,,,,,,,,,
19156808101,7690,7780,7830,,,,,,,,,,,,,,,,,,,,,,,,
19156808102,3700,7780,7980,9100,9160,,,,,,,,,,,,,,,,,,,,,,
19156808103,7960,7980,,,,,,,,,,,,,,,,,,,,,,,,,
19156808104,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808105,7820,8700,8720,,,,,,,,,,,,,,,,,,,,,,,,
19156808106,7600,7670,,,,,,,,,,,,,,,,,,,,,,,,,
19156808107,7647,7720,7730,7790,,,,,,,,,,,,,,,,,,,,,,,
19156808108,1907,2040,7697,,,,,,,,,,,,,,,,,,,,,,,,
19156808109,7600,7710,,,,,,,,,,,,,,,,,,,,,,,,,
19156808111,1350,1569,3400,3409,6130,6200,,,,,,,,,,,,,,,,,,,,,
19156808112,2010,3400,,,,,,,,,,,,,,,,,,,,,,,,,
19156808113,4750,7690,,,,,,,,,,,,,,,,,,,,,,,,,
19156808114,2010,6100,6200,7850,,,,,,,,,,,,,,,,,,,,,,,
19156808118,4800,7860,7870,7980,,,,,,,,,,,,,,,,,,,,,,,
19156808121,1350,7900,8010,,,,,,,,,,,,,,,,,,,,,,,,
19156808124,8720,8730,8740,,,,,,,,,,,,,,,,,,,,,,,,
19156808125,1051,7790,7820,7860,,,,,,,,,,,,,,,,,,,,,,,
19156808126,1900,2040,6130,7690,,,,,,,,,,,,,,,,,,,,,,,
19156808128,1359,2017,3409,6007,6207,,,,,,,,,,,,,,,,,,,,,,
19156808129,9100,9150,,,,,,,,,,,,,,,,,,,,,,,,,
19156808131,4750,6002,7730,,,,,,,,,,,,,,,,,,,,,,,,
19156808133,2010,7829,,,,,,,,,,,,,,,,,,,,,,,,,
19156808134,1350,2010,,,,,,,,,,,,,,,,,,,,,,,,,
19156808135,1001,1900,2560,7610,7640,7650,7690,,,,,,,,,,,,,,,,,,,,
19156808137,3500,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808138,2320,7780,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156808139,6002,6210,,,,,,,,,,,,,,,,,,,,,,,,,
19156808140,1151,6002,6100,6110,6130,,,,,,,,,,,,,,,,,,,,,,
19156808147,5900,7650,,,,,,,,,,,,,,,,,,,,,,,,,
19156808150,7600,7667,7800,,,,,,,,,,,,,,,,,,,,,,,,
19156808151,7640,7660,7670,7860,,,,,,,,,,,,,,,,,,,,,,,
